,download_url,html_url,name,path,text
0,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Aug2006Voinovich168.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Aug2006Voinovich168.txt,11Aug2006Voinovich168.txt,raw/Voinovich/11Aug2006Voinovich168.txt,"ADAMS COUNTY TO RECEIVE $355,000 FROM APPALACHIAN REGIONAL COMMISSION
  Today, Sen. George V. Voinovich (R-OH) announced that Adams County will receive $355,000 from the Appalachian Regional Commission (ARC). The funds will go toward the construction of an access road for the Adams County Hospital in the Village of Seaman. 
   ""I have worked hard to help this region meet its economic needs,"" Sen. Voinovich said. ""The construction of this road and the new county hospital will improve quality of life and further bolster the region's healthcare capabilities.""  
   The ARC funds will be used for engineering services, site work and construction for approximately 2,500 feet - almost half a mile - of a two-lane access road to serve the new hospital which is relocating to a new, 10-acre campus in the village. The new road will provide vital access to the hospital and support the retention of over 250 jobs in the area as well as create 28 new jobs by the third year of the new hospital's operation, according to the Commission. In addition, the project will ensure $22.5 million in capital investment for the hospital. 
   In addition to the ARC funds, the Village of Seaman will contribute $180,000 to the project, with estimated total project costs of $535,000. 
   The U.S. Senate last month passed by unanimous consent S. 2832 - vital legislation to reauthorize the ARC at $510.9 million over five years. Sen. Voinovich, a member of the EPW Committee, introduced the bill in May. 
   In April, Sen. Voinovich held a field hearing in Marietta, Ohio, to hear testimony on the impact of the last reauthorization of the ARC and to examine how ARC has made a difference in people's lives. After the hearing, he spent two days traveling around Appalachian Ohio and was extremely impressed with the wonderful strides being made in the region as a result of ARC investments in technology, workforce training, and economic development. 
   ARC plays a key role in fostering economic development and improving quality of life for the 23 million people who live and work in Appalachia. The proposed legislation creates the designation of economically ""at risk"" counties and provides an appropriate federal matching rate for ARC-funded projects in those counties. Since ARC's inception, the region's poverty rate has been cut in half (from 31 percent to 13 percent), the infant mortality rate has been reduced by two-thirds, and the percentage of adults with high school education has increased by over 70 percent. 
   Key elements of the legislation: 
   * Renews the Appalachian Regional Commission for five years (2007 - 2011). The agency's current authorization expires September 30, 2006. The proposed legislation is the same length as the bipartisan authorization Congress approved in 2002. 
   * Authorizes the Commission for five years at the following levels: 
   2007: $95.2 million 
   2008: $98.6 million 
   2009: $102 million 
   2010: $105.7 million 
   2011: $109.4 million 
   * The bill directs the Commission annually to designate those counties that are ""at risk"" of becoming economically distressed. These counties have fragile economies that are just on the cusp of meeting the criteria for being designated as distressed. The Commission itself recently adopted this targeting classification. The legislation would codify the Commission's existing practice. 
   * Permits ARC to fund projects in the ""at risk"" counties at up to 70 percent of the cost of the project. Under current law, these projects may only be funded at 50 percent (the match rate for most ARC counties), while projects in designated distressed counties can be funded at 80 percent of the project costs. This provision reflects the special needs of ""at risk"" counties. 
   * Maintains the requirement that at least 50 percent of the Commission's grant dollars go for projects or activities benefiting distressed counties and areas. This provision was added in ARC's 2002 reauthorization. The Commission currently satisfies this requirement, and no change is proposed. 
   * Continues all existing programmatic authorities, including the special program in telecommunications and technology. The bill proposes no changes in ARC's general programs, nor does it create any new authorities because of the strong history of accomplishment. 
   During his first term in the Senate, Sen. Voinovich authored the Appalachian Regional Development Act of 2002 (S. 1206), which was signed by the president on March 12, 2002. The bill reauthorized the economic development efforts of the Appalachian Regional Commission, providing $446 million over five years for these efforts, and enacted a new, Voinovich-created technology initiative to help improve the region's telecommunication infrastructure and help businesses and residents take better advantage of e-commerce opportunities.
   Contact: Chris Paulitz and Garrette Silverman, 202/224-7784.
 
 "
1,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Feb2008Voinovich29.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Feb2008Voinovich29.txt,11Feb2008Voinovich29.txt,raw/Voinovich/11Feb2008Voinovich29.txt,"SEN. VOINOVICH COMMENTS ON UNFUNDED MANDATES/WATER INFRASTRUCTURE
  Sen. George V. Voinovich (R-OH), a member of the Senate Environment and Public Works Committee, today sent a letter to EPA Administrator Stephen Johnson urging the EPA to provide more funding and flexibility for cities in complying with EPA's mandates on water and sewer infrastructure. While cities are forced to comply with federal regulations or face federal fines, the funding is nearly nonexistent - making these regulations unfunded mandates.
  The proposed 2009 budget cuts funding to the Clean Water State Revolving Loan Fund to $555 million - the lowest funding level in the program's history. Sen. Voinovich would like to increase the budget to $1.35 billion to ensure Washington isn't forcing cities into bankruptcy. The cost for Ohio's cities is estimated to be around $12 billion. That's more than 10 times what the entire nation received in funding to help comply with these mandates. These costs - which are often larger than a small city's entire yearly budget - are incurred by cities and passed along to taxpayers. 
  Please see below for the letter:
  February 11, 2008
  The Honorable Stephen Johnson
  Administrator
  U.S. Environmental Protection Agency
  Ariel Rios Building
  1200 Pennsylvania Avenue, NW
  Washington, DC 20460
  Dear Administrator Johnson:
  I write today out of concern and frustration that we are facing an environmental and public health crisis in this country when it comes to water infrastructure. This is an issue that has been a long-standing concern of mine, and one that frankly, I feel is not being adequately prioritized by the Environmental Protection Agency (EPA).
  I have been interested in this subject for over 20 years. While mayor of the city of Cleveland, I experienced firsthand the difficulties in finding funding for water infrastructure. As governor, I successfully worked with Congress to rewrite the Safe Drinking Water Act that gave state and local governments more power in protecting their water supply and continually fought for legislation to further support and improve the Drinking Water State Revolving Fund. As Senator, I have continually supported legislation to reauthorize the Clean Water State Revolving Fund and to increase funding for this important program. 
  Last September, I attended an Environment and Public Works Subcommittee hearing called ""Meeting America's Wastewater Infrastructure Needs in the 21st Century."" At the hearing, I stressed my concern about the lack of funding for water and wastewater infrastructure projects to fulfill mandates from EPA. Many communities in Ohio and across the nation do not have the fiscal capacity or the federal aid needed to upgrade their water and wastewater systems as mandated by EPA. 
  New reports have shed additionally light on the crisis. As you know, the recently released Clean Watersheds Needs Survey 2004 estimates the national needs for the wastewater treatment and collection at $193.5 billion. Ohio ranks as having one of the largest wastewater treatment collection needs at $11.7 billion. Only New York, Illinois and California have greater needs. For example, representatives of a sewer district in Northeast Ohio informed me that they will have to impose a rate increase of at least 12 percent each year for the next 30 years to finance the $80 to 120 million annual capital program mandated by EPA. This rate increase is on top of the $2.1 billion the sewer district has already spent to meet Clean Water Act requirements. 
  Combined sewer overflow (CSO) also continues to be a problem. Combined sewer systems serve roughly 772 communities and roughly 40 million people nationwide. During heavy rainfall, CSO discharges can lead to serious water pollution problems. Your agency has identified almost $6.3 billion of improvements as necessary to address CSO problems in over 100 communities throughout Ohio. City officials in Akron, Ohio have proposed spending $426 million over 30 years to fix their city's CSO problems. Here again, EPA is not stepping up to the plate to assist a community substantially costs needed to mitigate the negative environmental and health effects brought about by an inadequate wastewater system. I must tell you that most communities consider this to be an unfunded mandate. Many of my communities are facing significant economic woes with major employers threatening to leave. Their ratepayers cannot afford these increases. 
  If the federal government is going to impose costly mandates on struggling state and local governments, then it should provide funding for compliance with those mandates. One of the most effective and popular sources of funding for wastewater collection and treatment projects is the Clean Water SRF Program. Billions of dollars have been distributed though the program to upgrade the nation's aging wastewater infrastructure. That is why I am continually disappointed that EPA's budgets propose severe spending cuts for the program.
  Time and again I have expressed my frustrations and urged EPA to provide the leadership necessary to resolve this problem. In my opinion, and in the opinion of many of my constituents, that has yet to happen. I strongly believe that if EPA is not able to provide the necessary assistance to communities struggling to comply with federal mandates, some flexibility must be given to communities that are grappling to find the financial capacity to get the job done. 
  All parties involved need to come together to find a solution to this crisis. I would like to receive your suggestions on how relief could be provided to communities struggling to comply with various EPA mandates. 
  I look forward to working with you and my colleagues to address the unmet water and wastewater infrastructure needs in this country. Together, I believe we can ensure that our towns and communities have the funding and flexibility needed to upgrade our aging infrastructure without unnecessarily burdening already strained local economies. 
  Sincerely,
  George V. Voinovich
  United States Senator
 
 "
2,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Jul2006Voinovich181.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Jul2006Voinovich181.txt,11Jul2006Voinovich181.txt,raw/Voinovich/11Jul2006Voinovich181.txt,"SEN. VOINOVICH CONDEMNS TRAIN BOMBINGS IN INDIA
  Sen. George V. Voinovich (R-OH), a member of the Senate Foreign Relations Committee, today released the following statement condemning today's train bombings in India:  
   ""My heart goes out to the victims and their families on this tragic day. America is standing with the people of India today and our support is steadfast. Following 9/11, India was one of the first countries to offer assistance to our nation. Its people and government expressed genuine sympathy for our loss while they mourned losses of their own at the World Trade Center. September 11 quickened the pace for a stronger relationship by underscoring the commonalities between our democracies and cementing our mutual commitment to work more closely together. I will work to continue that close relationship as we move forward toward a safer world free from terror."".
   Contact: Chris Paulitz and Garrette Silverman, 202/224-7784.
 
 "
3,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Jul2007Voinovich91.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Jul2007Voinovich91.txt,11Jul2007Voinovich91.txt,raw/Voinovich/11Jul2007Voinovich91.txt,"SEN. VOINOVICH ANNOUNCES SILVER, LARGESCALE SILVER CARP TO BE LABELED INJURIOUS SPECIES
  U.S. Senator George V. Voinovich (R-OH) announced today that the U.S. Fish and Wildlife Service published a final rule designating silver and largescale silver carp as injurious species under the Lacey Act. The regulation, which will go into effect August 9, 2007, bans importation and interstate transport of live silver and largescale carp. Sen. George Voinovich, along with 24 other members of Congress in 2002, strongly supported the designation to the director of the U.S. Fish and Wildlife Service. 
   U.S.Senator George V. Voinovich (R-OH) announced today that the U.S. Fish and Wildlife Service published a final rule designating silver and largescale silver carp as injurious species under the Lacey Act. The regulation, which will go into effect August 9, 2007, bans importation and interstate transport of live silver and largescale carp. Sen. Voinovich, along with 24 other members of Congress in 2002, strongly supported the designation to the director of the U.S. Fish and Wildlife Service. 
   ""This designation will send a clear message to the nation that the Great Lakes region is committed to protecting the Lakes from all invasive species, including silver carp,"" Sen. Voinovich said. ""We have worked hard to revitalize the Lakes and these foreign species are a serious threat to the native fish population, the ecosystem and the fishing and boating community. We need to do everything in our power to help guard against them."" 
   Silver carp were introduced to the United States in the 1970s as a management tool for sewage lagoons and fishery production ponds. The carp made their way north to the Illinois River after escaping from fish farms during massive flooding along the Mississippi River more than 10 years ago. Silver carp are difficult to handle and transport because of their tendency to jump - growing up to three feet long and 60 pounds in weight, silver carp have leaped into moving boats injuring people and damaging equipment. 
   Biologists worry that silver carp could spread through large rivers and lakes in the U.S. and compete with native species for food and habitat, having both ecological and economic impacts and threatening, for example, the multimillion-dollar Great Lakes fishery. 
   Since the beginning of his political career, Sen. Voinovich has committed himself to stopping the deterioration of the Great Lakes. Forty years ago, when he was elected to the Ohio State Legislature, he waged what he refers to as the ""Second Battle of Lake Erie"" to reclaim and restore Ohio's Great Lakes. Through his efforts in the Senate, Sen. Voinovich was influential in providing important funding for the construction of preventive electric barriers located on the Illinois River and in the Chicago Sanitary and Ship Canal to prevent Asian carp from reaching the Great Lakes.
 
 "
4,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Jun2007Voinovich97.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Jun2007Voinovich97.txt,11Jun2007Voinovich97.txt,raw/Voinovich/11Jun2007Voinovich97.txt,"SEN. VOINOVICH ISSUES STATEMENT REGARDING ATTORNEY GENERAL'S 'NO CONFIDENCE' VOTE
  Sen. George V. Voinovich (R-OH) today released the following statement on the so-called ""no confidence"" vote regarding Attorney General Alberto Gonzalez:  
   ""As I have previously said, if I were president, I would have asked Alberto Gonzalez to resign as attorney general. The nation's top cop ought to be spending his time on enforcing our laws, not explaining away the appearance of partisan political activities in his department. Today's vote does nothing to rectify the current problem or ensure it doesn't happen again. There are too many pressing issues we're ignoring to deal with non-binding, partisan votes. Therefore, I voted against the resolution.""
 
 "
5,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Mar2008Voinovich18.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Mar2008Voinovich18.txt,11Mar2008Voinovich18.txt,raw/Voinovich/11Mar2008Voinovich18.txt,"SEN. VOINOVICH INTRODUCES BILL AIMED AT JOB DEVELOPMENT, KEEPING AMERICA COMPETITIVE
  U.S. Senator George V. Voinovich (R-OH) today introduced legislation aimed at creating new jobs by making it easier for states to implement regional workforce and economic development programs that meet the needs of the workers and employers. The Workforce Innovation in Regional Economic Development Act of 2008, or the WIRED Act, will assist states in attracting and retaining businesses and jobs by helping to ensure that a state can leverage federal workforce dollars towards the development of a well-trained workforce.
   ""My legislation works to ensure that America's workforce includes the right people with the right skills in the right place at the right time,"" Sen. Voinovich said. ""Global competition is often seen as a national challenge, but the regional level is where solutions must be developed to meet that challenge. Local economies are where companies, workers, educators, researchers, entrepreneurs, philanthropies and governments come together to create competitive advantages and where new ideas and knowledge are transformed into advanced, high-quality products and services."" 
   Sen. Voinovich's bill will allow regions to effectively align education, workforce and economic development systems toward meeting regional economic needs. It provides a framework through which regions can:
   * Identify assets, opportunities and risks;
   * Establish regional economic goals; and 
   * Develop workforce and economic development strategies that will help achieve those goals.
   The WIRED Act amends the Workforce Investment Act of 1998 (WIA), which was passed by Congress to authorize service and training for youths, adults and laid-off or dislocated workers to give states and regions greater flexibility in their use of federal workforce development dollars. It also allows states to focus on developing more regional and demand-driven workforce programs and increases the ability for economic and workforce development funds to be used to leverage scarce federal dollars. Currently, WIA program funds cannot easily be used across program areas. As a result, the existing workforce training system is not fully meeting workers and employers' needs.
   Despite Ohio's relatively high unemployment rate (5.5 percent compared to the national average of 4.9 percent in January 2008) and many economic challenges, Ohio will return roughly $20 million in unspent WIA dollars from prior years as part of a federal rescission of these funds. This is happening, in part, because reallocating these funds to address other workforce development needs is too cumbersome. At the same time, recent press reports indicate that Ohio's employers are having a difficult time finding the highly-skilled workers they need to compete.
   ""When Ohio's vital workforce development dollars are being returned to the federal government, new tools must be developed to ensure the state's workforce and economic development needs are met,"" Sen. Voinovich said. ""The opportunities are there, but employers cannot find the highly-skilled workers they need. When this happens, there is a disconnect between the needs of our nation's workers, the needs of our nation's employers and the design of the workforce development system. The WIRED Act will help states like Ohio by giving them greater flexibility to tailor workforce and economic development programs to address the needs of the 21st century global marketplace.""
   Sen. Voinovich's bill would authorize three new voluntary programs within the existing WIA framework that would allow states and regions to develop and implement strategies to strengthen or revitalize regional economies by giving states and regions greater flexibility to tailor workforce programs to meet local needs. The bill: 
   * Authorizes states and regions to work with a governor (or governors in the case of multi-state regions) to submit WIRED plans for approval by the Secretary of Labor. The plans must be aimed at crafting targeted workforce development programs that provide enhanced job training and related employment activities in the region. They may include complementary economic development activities. If approved, the plans could allow states to combine a number of different federal workforce and economic development funds;
   * Authorizes the Secretary of Labor to award supplementary grants to assist in implementing a WIRED plan or to carry out other regionally-focused workforce development activities; and
   * Authorizes the use of formula funds available to states and local areas under WIA to carry out regionally-focused workforce development activities without going through the entire WIRED approval process. As stated earlier, some of this vital funding is currently going unused because of the inflexibility of the WIA program.
   By making these three voluntary options broadly available, the bill is intended to empower states and local communities to address the workforce challenges posed by global competition and economic change. The WIRED Act builds and expands upon the principles underlying the WIRED Initiative that was begun by the Department of Labor in 2006 and currently provides assistance to 39 regions across the country, including a WIRED region in southeast Ohio.
 
 "
6,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11May2006Voinovich208.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11May2006Voinovich208.txt,11May2006Voinovich208.txt,raw/Voinovich/11May2006Voinovich208.txt,"SEN. VOINOVICH VOTES IN FAVOR OF FISCAL DISCIPLINE
  Sen George V. Voinovich (R-OH) voted today against H.R. 4297, the Tax Relief Act of 2005. The senator's vote-that of a well-known deficit hawk-reflects his strong belief that the decisions he and his colleagues make in the Senate today will affect the lives of their children and grandchildren long after they have left the Senate.  
   ""I voted against additional tax cuts today for three simple reasons: we do not need them right now; we cannot afford them right now; and we should be working on fundamental tax reform rather than tinkering with piecemeal tax cuts. I am thinking not only about our generation, but also the generations of our children and grandchildren and the legacy we leave them. Last November, Alan Greenspan testified before the Joint Economic Committee and warned Congress that we should not be cutting taxes by borrowing: 'We do not have the capability of having both productive tax cuts and large expenditure increases, and presume that the deficit doesn't matter.' I wish my colleagues had heeded his warning,"" said Voinovich. 
   As a former mayor and governor, Senator Voinovich understands the importance of making difficult decisions when necessary. The choices Congress makes right now are being measured against a backdrop of ever-increasing deficits, Medicare costs, disaster relief funding, the cost of the war against terrorism and the challenges of staying competitive in the global marketplace. Senator Voinovich believes the passage of these tax cuts is fiscally irresponsible and has called on his colleagues to be intellectually honest with the American people. 
   The Senator opposed tax cuts at this time for three reasons: 1. The economy is back on track and does not need additional tax cuts. While he voted for tax cuts in 2001, which prevented Congress from spending the projected $5.6 trillion surplus, and he voted for the 2003 tax cuts because the country needed an economic stimulus, Senator Voinovich believes that an overdose of tax cuts will do more harm than good at this time. 2. We cannot afford them at this time because of our soaring deficit and national debt. The reported deficit for FY2005 was $318 billion; taking out the Social Security surplus and using the on-budget deficit, the number was $492 billion; and utilizing the Treasury's accrual accounting method, the deficit was $760 billion. The national debt has increased from $5.6 trillion in 1999 to $8.4 trillion today - an increase of 50 percent. The House is now contemplating increasing the debt limit to $10 trillion, which, if reached, would be an increase of 78 percent. If the Senate believes we must have them, then we need to pay for them. 3. We should be working on tax reform rather than enacting tax cuts in a piece-meal fashion.
   Contact: Garrette Silverman, 202/224-7784.
 
 "
7,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/11Sep2006Voinovich159.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/11Sep2006Voinovich159.txt,11Sep2006Voinovich159.txt,raw/Voinovich/11Sep2006Voinovich159.txt,"SEN. VOINOVICH ISSUES STATEMENT ON FIFTH ANNIVERSARY OF 9/11 ATTACKS
  Sen. George V. Voinovich (R-OH), a member of the Senate Foreign Relations Committee, issued the following statement today on the fifth anniversary of the September 11, 2001, terrorist attacks:  
   ""Five years ago today, we were attacked by Islamic extremists who have hijacked the Koran and launched a jihad against the United States. On that day, we suffered a horrific national tragedy, the images of which will forever be burned in the minds of the American people. 
   ""My memories of visiting the Pentagon and being at Ground Zero shortly after the attacks will never fade. I was overcome by the size, scale and devastation of the sites and nothing could have prepared me for the gut-wrenching reaction to these savage acts. 
   ""The brutality of 9/11 shocked the world. But rather than destroying our faith in the American ideals of liberty and freedom, it united us in a way I have never seen before. 
   ""We are still battling the Islamic extremists who attacked us on 9/11. They are still working throughout the world to convince Muslims that the way to get to Heaven is to terrorize - and ultimately destroy - the United States and all who share our values. 
   ""We must not let the victims of 9/11 die in vain. We must continue the Global War on Terror, working with our friends and allies throughout the world to stop the terrorists, deny them safe haven and freeze their financial networks. Only then can we limit their ability to spread fear, resentment, despair and violence among their own people and abroad. 
   ""I have urged President Bush and Secretary of State Condoleezza Rice to be very clear about our objectives in Iraq so that everyone can understand how it relates to the Global War on Terror and the future stability in the Greater Middle East. Without stability in the Middle East, we cannot win the greater ideological battle between moderation and extremism, between those who promote democracy and those who want to destroy freedom. Our mission in Iraq is critical to preventing the Middle East from becoming a massive breeding ground for the terrorists of the future. 
   ""The war against terrorism is not over. America is safer but not yet safe. As the enemy adjusts to our increased security, we must also adjust. By keeping our commitment to the values of tolerance, democracy and freedom, we can win this war.""
   Contact: Chris Paulitz and Garrette Silverman, 202/224-7784.
 
 "
8,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/12Feb2007Voinovich129.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/12Feb2007Voinovich129.txt,12Feb2007Voinovich129.txt,raw/Voinovich/12Feb2007Voinovich129.txt,"SEN. VOINOVICH INTRODUCES BILL ESTABLISHING DEPARTMENT SECRETARY OF HOMELAND SECURITY FOR MANAGEMENT
  Sen. George V. Voinovich (R-OH), ranking member of the Oversight of Government Management subcommittee, on Monday, Feb. 12, introduced the Homeland Security Management Act of 2007 along with Sen. Daniel K. Akaka (D-HI). This bill will elevate the roles and responsibilities of the current Undersecretary for Management at the Department of Homeland Security to a Deputy Secretary of Homeland Security for Management. The new position will oversee the challenges associated with creating a unified identity for the 22 federal agencies and 180,000 employees that make up Department of Homeland Security. 
  ""I am convinced the existing management structure at the department is insufficient, and is hampering its ability to be successful,"" Sen. Voinovich said. ""Through this legislation, the creation of a Deputy Secretary for Management will provide essential expertise necessary for improving the long-term efficiency and effectiveness of the department.""
  The individual appointed as the Deputy Secretary for Management will serve a five-year term and be the third highest ranking official at DHS. The roles and responsibilities of the Deputy Secretary for Management include serving as the chief management officer and principal advisor to the secretary on the management of the department, including management integration and transformation in support of homeland security operations and programs.
  The Deputy Secretary for Management will also be responsible for strategic and annual performance planning, identification and tracking of performance measures relating to the responsibilities of the department, as well as the integration and transformation process, including the development of a management integration strategy. 
  In 2003, the Government Accountability Office (GAO) added implementing and transforming the Department of Homeland Security to their high-risk list of programs susceptible to waste, fraud, abuse and mismanagement. It remains on the 2007 list. The creation of the Deputy Secretary for Management will address the concerns outlined by GAO. 
  U.S. Senators Carl Levin (D-MI) and Claire McCaskill (D-MO) are original co-sponsors of the bill.
 
 "
9,https://raw.githubusercontent.com/lintool/GrimmerSenatePressReleases/master/raw/Voinovich/12Jan2007Voinovich140.txt,https://github.com/lintool/GrimmerSenatePressReleases/blob/master/raw/Voinovich/12Jan2007Voinovich140.txt,12Jan2007Voinovich140.txt,raw/Voinovich/12Jan2007Voinovich140.txt,"SEN. VOINOVICH TO CO-CHAIR SENATE GREAT LAKES TASK FORCE
  On Friday, January 12, Sen. George V. Voinovich, a longtime friend of the Great Lakes, announced that he has become co-chair of the Senate Great Lakes Task Force. The bipartisan group, part of the Northeast-Midwest Senate Coalition, seeks to protect the environmental and economic health of the Great Lakes region.  
  ""Protecting and restoring the Great Lakes has been a top priority for me throughout my political career,"" Sen. Voinovich said. ""As co-chair of the Senate Great Lakes Task Force, I look forward to working with Senator Carl Levin and the Great Lakes delegation in advancing the restoration effort in this critical region. Working in a bipartisan effort, we can achieve this goal and protect the Great Lakes for generations to come."" 
  The Senate and House Great Lakes Task Forces were formed in the mid-1980s by members of the Northeast-Midwest Senate and Congressional Coalitions to work in a bipartisan, bicameral fashion to protect and enhance the region's unique natural resources and economy. The Democratic co-chair of the Senate Great Lakes Task Force is Senator Carl Levin (D-MI). Leaders of the House Great Lakes Task Force are Reps. John Dingell (D-MI), Vernon Ehlers (R-MI), Mark Kirk (R-IL) and Louise Slaughter (D-NY).
  Sen. Voinovich has a long history of support for the Great Lakes. In 1967, when he was elected to the state legislature with Lake Erie forming the northern border of his district, he saw firsthand the effects of pollution on Lake Erie and the surrounding region. In response, he committed himself to stopping the deterioration of the Lake and waging what he calls the ""Second Battle of Lake Erie"" - the battle to reclaim and restore Ohio's Great Lake.
  Since coming to the Senate in 1999, Senator Voinovich has supported numerous pieces of legislation to ban oil and gas drilling in the Great Lakes, protect the Lakes from invasive species like the Asian carp, fight ""dead zones"" that threaten the Lakes' vibrant plant and animal life and fund vital cleanup of contaminated sediments.
  The senator has also joined with federal agencies, governors, mayors, tribes and various other organizations to develop a comprehensive restoration plan for the Great Lakes. After extensive discussions, the Federal Great lakes Interagency Task Force, the Council of Great Lakes Governors, the Great Lakes Cities Initiative, Great Lakes tribes and the Great Lakes Congressional Task Force moved to convene a group now known as the Great Lakes Regional Collaboration (GLRC). Since May 18, 2004, the GLRC has worked hard to develop a comprehensive Great Lakes restoration plan. 
  On July 7, 2005, the GLRC released its draft strategy report and a final comprehensive report was released on December 12, 2005, in Chicago, Illinois. This report reflected a bipartisan effort to help tackle the issue of restoration in the Great Lakes region. Throughout this process, Senator Voinovich has been actively involved, urging the Collaboration to develop a final plan that immediately impacts the Great Lakes in a positive manner while being fiscally responsible. Senator Voinovich will continue to be involved as Congress will likely be asked to implement many of the GLRC recommendations in the 110th Congress.
 
 "
